   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 tokenize.py:321(read_or_stop)
        3    0.000    0.000    0.000    0.000 tokenize.py:327(find_cookie)
        2    0.000    0.000    0.000    0.000 tokenize.py:390(open)
      153    0.001    0.000    0.007    0.000 tokenize.py:431(_tokenize)
       36    0.000    0.000    0.000    0.000 tokenize.py:614(generate_tokens)
        1    0.000    0.000    0.006    0.006 tokenize.py:99(_compile)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 traceback.py:216(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:243(FrameSummary)
        2    0.000    0.000    0.000    0.000 traceback.py:259(__init__)
       48    0.000    0.000    0.000    0.000 traceback.py:288(__getitem__)
       23    0.000    0.000    0.000    0.000 traceback.py:298(__len__)
       50    0.000    0.000    0.001    0.000 traceback.py:301(line)
        3    0.000    0.000    0.000    0.000 traceback.py:309(walk_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:335(StackSummary)
        1    0.000    0.000    0.001    0.001 traceback.py:338(extract)
        1    0.000    0.000    0.000    0.000 traceback.py:457(TracebackException)
        1    0.000    0.000    0.000    0.000 traceback.py:87(_Sentinel)
        2    0.000    0.000    0.002    0.001 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1080(TransformedBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1148(LockableBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1271(Transform)
       37    0.000    0.000    0.000    0.000 transforms.py:1319(__init_subclass__)
      222    0.000    0.000    0.000    0.000 transforms.py:1324(<genexpr>)
      222    0.000    0.000    0.000    0.000 transforms.py:1330(<genexpr>)
        1    0.000    0.000    0.000    0.000 transforms.py:1680(TransformWrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:1763(AffineBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1813(Affine2DBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1881(Affine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2114(IdentityTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2164(_BlendedMixin)
        1    0.000    0.000    0.000    0.000 transforms.py:2182(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:222(BboxBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2275(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2342(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2455(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2535(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2578(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2617(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 transforms.py:2637(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:2673(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 transforms.py:2699(AffineDeltaTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2729(TransformedPath)
        1    0.000    0.000    0.000    0.000 transforms.py:2800(TransformedPatchPath)
       18    0.000    0.000    0.000    0.000 transforms.py:56(_make_str_method)
        1    0.000    0.000    0.000    0.000 transforms.py:673(Bbox)
        1    0.000    0.000    0.000    0.000 transforms.py:84(TransformNode)
        1    0.000    0.000    0.000    0.000 triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:6(Triangulation)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trifinder.py:24(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1061(_DOF_estimator_user)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1071(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1156(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1215(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:15(TriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:232(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:286(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:578(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:985(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:12(TriRefiner)
        1    0.000    0.000    0.000    0.000 trirefine.py:47(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 tritools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tritools.py:11(TriAnalyzer)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
        5    0.000    0.000    0.000    0.000 twodim_base.py:162(eye)
      150    0.000    0.000    0.000    0.000 twodim_base.py:236(_diag_dispatcher)
      150    0.001    0.000    0.008    0.000 twodim_base.py:240(diag)
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
        2    0.000    0.000    0.000    0.000 types.py:100(prepare_class)
        2    0.000    0.000    0.000    0.000 types.py:132(_calculate_meta)
      118    0.000    0.000    0.000    0.000 types.py:176(__get__)
        2    0.000    0.000    0.000    0.000 types.py:69(new_class)
        2    0.000    0.000    0.000    0.000 types.py:79(resolve_bases)
      223    0.001    0.000    0.004    0.000 typing.py:1016(__init__)
      807    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
      569    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
  364/223    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
       16    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
       37    0.000    0.000    0.001    0.000 typing.py:1138(__getitem__)
       92    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
       69    0.000    0.000    0.001    0.000 typing.py:1147(copy_with)
        1    0.000    0.000    0.000    0.000 typing.py:1151(__repr__)
        9    0.000    0.000    0.000    0.000 typing.py:1154(__subclasscheck__)
       22    0.000    0.000    0.000    0.000 typing.py:1188(copy_with)
       25    0.000    0.000    0.001    0.000 typing.py:1194(__getitem__)
       22    0.000    0.000    0.001    0.000 typing.py:1208(__getitem_inner__)
       64    0.000    0.000    0.000    0.000 typing.py:1217(<genexpr>)
       32    0.000    0.000    0.001    0.000 typing.py:1223(__getitem__)
       83    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
      499    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
  288/182    0.000    0.000    0.000    0.000 typing.py:1247(__hash__)
       28    0.000    0.000    0.000    0.000 typing.py:1272(_value_and_type_iter)
      120    0.000    0.000    0.000    0.000 typing.py:1273(<genexpr>)
       41    0.000    0.000    0.000    0.000 typing.py:1278(__eq__)
       13    0.000    0.000    0.000    0.000 typing.py:1284(__hash__)
       12    0.000    0.000    0.000    0.000 typing.py:1323(__class_getitem__)
       24    0.000    0.000    0.000    0.000 typing.py:1330(<genexpr>)
       10    0.000    0.000    0.000    0.000 typing.py:1333(<genexpr>)
       14    0.000    0.000    0.000    0.000 typing.py:1342(<genexpr>)
       30    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
      572    0.000    0.000    0.002    0.000 typing.py:137(_type_convert)
      517    0.001    0.000    0.004    0.000 typing.py:146(_type_check)
        6    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
       17    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
     3550    0.001    0.000    0.001    0.000 typing.py:1737(cast)
      301    0.000    0.000    0.000    0.000 typing.py:2018(overload)
      389    0.000    0.000    0.000    0.000 typing.py:2047(final)
      239    0.001    0.000    0.001    0.000 typing.py:206(_collect_type_vars)
      154    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
       44    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
        7    0.000    0.000    0.001    0.000 typing.py:2247(_make_nmtuple)
        7    0.000    0.000    0.000    0.000 typing.py:2248(<listcomp>)
        7    0.000    0.000    0.000    0.000 typing.py:2249(<dictcomp>)
        7    0.000    0.000    0.001    0.000 typing.py:2267(__new__)
        7    0.000    0.000    0.000    0.000 typing.py:2280(<listcomp>)
        7    0.000    0.000    0.000    0.000 typing.py:2328(_namedtuple_mro_entries)
        4    0.000    0.000    0.000    0.000 typing.py:2338(__new__)
        4    0.000    0.000    0.000    0.000 typing.py:2356(<dictcomp>)
        3    0.000    0.000    0.000    0.000 typing.py:2448(<lambda>)
      120    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
      105    0.000    0.000    0.001    0.000 typing.py:267(_remove_dups_flatten)
       15    0.000    0.000    0.000    0.000 typing.py:284(_flatten_literal_params)
  355/336    0.000    0.000    0.009    0.000 typing.py:306(inner)
       19    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
  124/105    0.000    0.000    0.005    0.000 typing.py:401(__getitem__)
       15    0.000    0.000    0.000    0.000 typing.py:407(__getitem__)
      105    0.000    0.000    0.005    0.000 typing.py:483(Union)
      371    0.000    0.000    0.002    0.000 typing.py:515(<genexpr>)
       19    0.000    0.000    0.001    0.000 typing.py:523(Optional)
       15    0.000    0.000    0.000    0.000 typing.py:532(Literal)
       58    0.000    0.000    0.000    0.000 typing.py:560(<genexpr>)
      108    0.000    0.000    0.001    0.000 typing.py:664(__init__)
      629    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
      161    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
       42    0.000    0.000    0.001    0.000 typing.py:722(__init__)
       42    0.000    0.000    0.001    0.000 typing.py:801(__init__)
       57    0.000    0.000    0.000    0.000 typing.py:810(<genexpr>)
     1903    0.001    0.000    0.001    0.000 typing.py:935(_is_dunder)
      223    0.000    0.000    0.001    0.000 typing.py:947(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:964(__mro_entries__)
     1903    0.001    0.000    0.002    0.000 typing.py:986(__setattr__)
        9    0.000    0.000    0.000    0.000 typing.py:993(__instancecheck__)
        1    0.000    0.000    0.003    0.003 tz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:1552(__call__)
        1    0.000    0.000    0.000    0.000 tz.py:1590(nocache)
        1    0.000    0.000    0.000    0.000 tz.py:1818(_get_supported_offset)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:332(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:381(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:458(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:482(_set_tzdata)
        1    0.000    0.000    0.000    0.000 tz.py:488(_read_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:627(<listcomp>)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 tzfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzfile.py:12(_byte_string)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:156(DstTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 tzinfo.py:66(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:76(StaticTzInfo)
        1    0.153    0.153    7.329    7.329 ucb_procedure.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unicode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unicode.py:111(<listcomp>)
        1    0.000    0.000    0.000    0.000 unicode.py:118(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 unicode.py:130(BasicMultilingualPlane)
        1    0.000    0.000    0.000    0.000 unicode.py:136(Latin1)
     10/3    0.000    0.000    0.001    0.000 unicode.py:14(__get__)
        1    0.000    0.000    0.000    0.000 unicode.py:143(LatinA)
        1    0.000    0.000    0.000    0.000 unicode.py:149(LatinB)
        1    0.000    0.000    0.000    0.000 unicode.py:155(Greek)
       44    0.000    0.000    0.000    0.000 unicode.py:17(<genexpr>)
        1    0.000    0.000    0.000    0.000 unicode.py:195(Cyrillic)
        1    0.000    0.000    0.000    0.000 unicode.py:208(Chinese)
        1    0.000    0.000    0.000    0.000 unicode.py:231(Japanese)
        1    0.000    0.000    0.000    0.000 unicode.py:235(Kanji)
        1    0.000    0.000    0.000    0.000 unicode.py:242(Hiragana)
