   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       42    0.000    0.000    0.001    0.000 frame.py:4263(_get_item_cache)
        3    0.000    0.000    0.016    0.005 frame.py:4313(query)
        3    0.000    0.000    0.014    0.005 frame.py:4486(eval)
        1    0.000    0.000    0.007    0.007 frame.py:473(DataFrame)
        1    0.000    0.000    0.000    0.000 frame.py:4881(_sanitize_column)
        1    0.000    0.000    0.090    0.090 frame.py:5126(set_axis)
        2    0.000    0.000    0.002    0.001 frame.py:5240(drop)
        1    0.000    0.000    0.107    0.107 frame.py:5613(fillna)
      812    0.001    0.000    0.001    0.000 frame.py:598(_constructor)
      822    0.016    0.000    0.293    0.000 frame.py:607(__init__)
        2    0.000    0.000    0.020    0.010 frame.py:6366(isna)
        2    0.000    0.000    0.089    0.045 frame.py:6413(dropna)
        1    0.000    0.000    0.001    0.001 frame.py:6851(sort_values)
        1    0.000    0.000    0.061    0.061 frame.py:6982(sort_index)
        1    0.000    0.000    0.052    0.052 frame.py:7574(_arith_method)
        1    0.000    0.000    0.052    0.052 frame.py:7588(_dispatch_frame_op)
        1    0.000    0.000    0.000    0.000 frame.py:7683(_construct_result)
        4    0.000    0.000    0.001    0.000 frame.py:8254(groupby)
       49    0.000    0.000    0.000    0.000 frame.py:855(axes)
        1    0.000    0.000    0.373    0.373 frame.py:8701(pivot_table)
       22    0.000    0.000    0.000    0.000 frame.py:872(shape)
        1    0.000    0.000    0.097    0.097 frame.py:9036(unstack)
      455    0.002    0.000    0.003    0.000 frame.py:932(_can_fast_transpose)
      605    0.004    0.000    0.012    0.000 frame.py:949(_values)
        1    0.000    0.000    0.000    0.000 frequencies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frequencies.py:205(_FrequencyInferer)
        1    0.000    0.000    0.000    0.000 frequencies.py:470(_TimedeltaFrequencyInferer)
        1    0.000    0.000    0.001    0.001 from_dataframe.py:1(<module>)
        1    0.000    0.000    0.015    0.015 fromnumeric.py:1(<module>)
     2087    0.001    0.000    0.001    0.000 fromnumeric.py:1008(_argsort_dispatcher)
     2087    0.003    0.000    0.056    0.000 fromnumeric.py:1012(argsort)
      150    0.000    0.000    0.000    0.000 fromnumeric.py:1548(_diagonal_dispatcher)
      150    0.001    0.000    0.001    0.000 fromnumeric.py:1552(diagonal)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:1862(_nonzero_dispatcher)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:1866(nonzero)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:2302(_any_dispatcher)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:2307(any)
        5    0.000    0.000    0.000    0.000 fromnumeric.py:2401(_all_dispatcher)
        5    0.000    0.000    0.001    0.000 fromnumeric.py:2406(all)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2672(_amax_dispatcher)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2677(amax)
       11    0.000    0.000    0.000    0.000 fromnumeric.py:2922(_prod_dispatcher)
       11    0.000    0.000    0.000    0.000 fromnumeric.py:2927(prod)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:3117(_ndim_dispatcher)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:3121(ndim)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3308(_mean_dispatcher)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3313(mean)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:432(_repeat_dispatcher)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:436(repeat)
     2387    0.024    0.000    0.075    0.000 fromnumeric.py:51(_wrapfunc)
      297    0.000    0.000    0.000    0.000 fromnumeric.py:597(_transpose_dispatcher)
      297    0.001    0.000    0.023    0.000 fromnumeric.py:601(transpose)
       47    0.000    0.000    0.002    0.000 fromnumeric.py:69(_wrapreduction)
       47    0.000    0.000    0.000    0.000 fromnumeric.py:70(<dictcomp>)
        5    0.000    0.000    0.000    0.000 fromnumeric.py:848(_sort_dispatcher)
        5    0.000    0.000    0.000    0.000 fromnumeric.py:852(sort)
        1    0.000    0.000    0.000    0.000 frozen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frozen.py:21(FrozenList)
       31    0.000    0.000    0.000    0.000 frozen.py:70(__getitem__)
        1    0.000    0.000    0.000    0.000 function.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:43(CompatValidator)
       24    0.000    0.000    0.000    0.000 function.py:44(__init__)
      615    0.001    0.000    0.001    0.000 function.py:56(__call__)
        2    0.000    0.000    0.001    0.001 function_base.py:1(<module>)
       30    0.000    0.000    0.000    0.000 function_base.py:18(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 function_base.py:2116(vectorize)
        4    0.000    0.000    0.000    0.000 function_base.py:2268(__init__)
       30    0.001    0.000    0.001    0.000 function_base.py:23(linspace)
      410    0.000    0.000    0.001    0.000 function_base.py:346(iterable)
      314    0.000    0.000    0.001    0.000 function_base.py:443(_needs_add_docstring)
      314    0.000    0.000    0.001    0.000 function_base.py:461(_add_docstring)
      314    0.001    0.000    0.004    0.000 function_base.py:475(add_newdoc)
        6    0.000    0.000    0.000    0.000 function_base.py:4995(_delete_dispatcher)
        6    0.000    0.000    0.000    0.000 function_base.py:4999(delete)
     1012    0.004    0.000    0.006    0.000 functools.py:35(update_wrapper)
       47    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       46    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
      965    0.001    0.000    0.001    0.000 functools.py:65(wraps)
        4    0.000    0.000    0.000    0.000 functools.py:946(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:952(__set_name__)
      8/4    0.000    0.000    0.001    0.000 functools.py:961(__get__)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        3    0.000    0.000    0.133    0.044 generic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generic.py:109(NamedAgg)
       10    0.000    0.000    0.004    0.000 generic.py:11108(_logical_func)
        8    0.000    0.000    0.004    0.001 generic.py:11166(any)
        2    0.000    0.000    0.000    0.000 generic.py:11178(all)
       24    0.000    0.000    0.000    0.000 generic.py:114(generate_property)
        2    0.000    0.000    0.001    0.000 generic.py:11591(_add_numeric_operations)
        8    0.000    0.000    0.004    0.001 generic.py:11598(any)
        2    0.000    0.000    0.000    0.000 generic.py:11618(all)
        2    0.000    0.000    0.000    0.000 generic.py:12183(_doc_params)
        2    0.000    0.000    0.000    0.000 generic.py:12186(<listcomp>)
        2    0.000    0.000    0.000    0.000 generic.py:137(pin_allowlisted_properties)
        1    0.000    0.000    0.000    0.000 generic.py:1390(_indexed_same)
        3    0.000    0.000    0.000    0.000 generic.py:1392(<genexpr>)
        4    0.000    0.000    0.001    0.000 generic.py:1466(_get_data_to_aggregate)
        4    0.000    0.000    0.009    0.002 generic.py:1500(_wrap_agged_manager)
        2    0.000    0.000    0.006    0.003 generic.py:1516(__invert__)
        2    0.000    0.000    0.000    0.000 generic.py:160(pinner)
        6    0.000    0.000    0.000    0.000 generic.py:1668(_is_level_reference)
        8    0.000    0.000    0.000    0.000 generic.py:1699(_is_label_reference)
       16    0.000    0.000    0.000    0.000 generic.py:1721(<genexpr>)
       16    0.000    0.000    0.000    0.000 generic.py:1726(<genexpr>)
        1    0.000    0.000    0.000    0.000 generic.py:1729(_is_label_or_level_reference)
        1    0.000    0.000    0.001    0.001 generic.py:175(SeriesGroupBy)
       12    0.000    0.000    0.000    0.000 generic.py:1754(_check_label_or_level_ambiguity)
       12    0.000    0.000    0.000    0.000 generic.py:1775(<genexpr>)
        7    0.000    0.000    0.001    0.000 generic.py:1799(_get_label_or_level_values)
        7    0.000    0.000    0.000    0.000 generic.py:1835(<listcomp>)
        1    0.000    0.000    0.001    0.001 generic.py:1871(_drop_labels_or_levels)
        1    0.000    0.000    0.000    0.000 generic.py:1902(<listcomp>)
        1    0.000    0.000    0.000    0.000 generic.py:1913(<listcomp>)
        1    0.000    0.000    0.000    0.000 generic.py:1915(<listcomp>)
       13    0.000    0.000    0.000    0.000 generic.py:1997(__contains__)
      150    0.000    0.000    0.003    0.000 generic.py:2069(__array__)
      450    0.004    0.000    0.924    0.002 generic.py:2109(__array_ufunc__)
        1    0.000    0.000    0.008    0.008 generic.py:218(NDFrame)
     5088    0.023    0.000    0.029    0.000 generic.py:259(__init__)
     5785    0.003    0.000    0.003    0.000 generic.py:332(attrs)
    10075    0.003    0.000    0.003    0.000 generic.py:353(flags)
        1    0.000    0.000    0.000    0.000 generic.py:3748(_maybe_update_cacher)
        8    0.000    0.000    0.022    0.003 generic.py:3873(_take)
        8    0.000    0.000    0.023    0.003 generic.py:3894(_take_with_is_copy)
       20    0.000    0.000    0.000    0.000 generic.py:39(create_pandas_abc_type)
     1501    0.019    0.000    0.153    0.000 generic.py:3908(xs)
    19299    0.012    0.000    0.016    0.000 generic.py:40(_check)
        7    0.000    0.000    0.000    0.000 generic.py:4097(_slice)
     1661    0.001    0.000    0.003    0.000 generic.py:4114(_set_is_copy)
        2    0.000    0.000    0.000    0.000 generic.py:4137(_check_setitem_copy)
        1    0.000    0.000    0.000    0.000 generic.py:4255(_check_inplace_and_allows_duplicate_labels)
     1494    0.001    0.000    0.005    0.000 generic.py:4315(_is_view)
      467    0.001    0.000    0.008    0.000 generic.py:445(_validate_dtype)
        2    0.000    0.000    0.002    0.001 generic.py:4475(drop)
    19294    0.013    0.000    0.031    0.000 generic.py:45(_instancecheck)
        6    0.000    0.000    0.004    0.001 generic.py:4512(_drop_axis)
        1    0.000    0.000    0.000    0.000 generic.py:4598(_update_inplace)
        5    0.000    0.000    0.000    0.000 generic.py:49(_subclasscheck)
        1    0.000    0.000    0.061    0.061 generic.py:4991(sort_index)
     1800    0.011    0.000    0.172    0.000 generic.py:5044(reindex)
     1800    0.003    0.000    0.005    0.000 generic.py:518(_construct_axes_from_arguments)
     3600    0.003    0.000    0.063    0.000 generic.py:5277(<genexpr>)
     1800    0.001    0.000    0.002    0.000 generic.py:547(<dictcomp>)
     8091    0.003    0.000    0.003    0.000 generic.py:550(_get_axis_number)
        3    0.000    0.000    0.000    0.000 generic.py:558(_get_axis_name)
     6489    0.008    0.000    0.011    0.000 generic.py:564(_get_axis)
       28    0.000    0.000    0.000    0.000 generic.py:570(_get_block_manager_axis)
        6    0.000    0.000    0.003    0.000 generic.py:581(_get_axis_resolvers)
     4296    0.026    0.000    0.050    0.000 generic.py:5844(__finalize__)
     1502    0.000    0.000    0.001    0.000 generic.py:5876(<genexpr>)
     1509    0.000    0.000    0.001    0.000 generic.py:5881(<genexpr>)
     4553    0.007    0.000    0.008    0.000 generic.py:5888(__getattr__)
    10790    0.026    0.000    0.071    0.000 generic.py:5904(__setattr__)
     4509    0.011    0.000    0.047    0.000 generic.py:5959(_protect_consolidate)
     4509    0.007    0.000    0.054    0.000 generic.py:5973(_consolidate_inplace)
     4509    0.007    0.000    0.032    0.000 generic.py:5977(f)
        2    0.000    0.000    0.000    0.000 generic.py:6025(_get_numeric_data)
      454    0.004    0.000    0.139    0.000 generic.py:6045(dtypes)
        3    0.000    0.000    0.000    0.000 generic.py:6076(astype)
        3    0.000    0.000    0.009    0.003 generic.py:612(_get_index_resolvers)
        3    0.000    0.000    0.007    0.002 generic.py:620(<dictcomp>)
        3    0.000    0.000    0.001    0.000 generic.py:622(_get_cleaned_column_resolvers)
     1804    0.006    0.000    0.226    0.000 generic.py:6258(copy)
        3    0.000    0.000    0.001    0.000 generic.py:636(<dictcomp>)
        4    0.000    0.000    0.008    0.002 generic.py:6386(_convert)
      480    0.001    0.000    0.001    0.000 generic.py:640(_info_axis)
     1543    0.001    0.000    0.001    0.000 generic.py:664(ndim)
        1    0.000    0.000    0.107    0.107 generic.py:6674(fillna)
        2    0.000    0.000    0.000    0.000 generic.py:687(size)
        1    0.000    0.000    0.090    0.090 generic.py:746(set_axis)
        6    0.000    0.000    0.001    0.000 generic.py:7765(isna)
        1    0.000    0.000    0.000    0.000 generic.py:780(DataFrameGroupBy)
        1    0.000    0.000    0.090    0.090 generic.py:810(_set_axis_nocheck)
       18    0.000    0.000    0.000    0.000 generic.py:821(_set_axis)
        1    0.000    0.000    0.090    0.090 generic.py:857(droplevel)
        1    0.000    0.000    0.031    0.031 generic.py:878(aggregate)
        3    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        3    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.017    0.017 geo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:15(GeoAxes)
        1    0.000    0.000    0.000    0.000 geo.py:18(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 geo.py:226(_GeoTransform)
        1    0.000    0.000    0.000    0.000 geo.py:249(AitoffAxes)
        1    0.000    0.000    0.000    0.000 geo.py:252(AitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:274(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:295(HammerAxes)
        1    0.000    0.000    0.000    0.000 geo.py:298(HammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:316(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:340(MollweideAxes)
        1    0.000    0.000    0.000    0.000 geo.py:343(MollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:384(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:410(LambertAxes)
        1    0.000    0.000    0.000    0.000 geo.py:413(LambertTransform)
        1    0.000    0.000    0.000    0.000 geo.py:452(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       42    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
       36    0.000    0.000    0.001    0.000 getlimits.py:111(_float_to_str)
        8    0.000    0.000    0.000    0.000 getlimits.py:153(_register_type)
        1    0.000    0.000    0.001    0.001 getlimits.py:158(_register_known_types)
       36    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
       36    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        6    0.000    0.000    0.001    0.000 getlimits.py:34(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:364(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:595(iinfo)
       21    0.000    0.000    0.000    0.000 getlimits.py:648(__init__)
        4    0.000    0.000    0.000    0.000 getlimits.py:659(min)
       15    0.000    0.000    0.000    0.000 getlimits.py:672(max)
       36    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
        1    0.000    0.000    0.001    0.001 glob.py:1(<module>)
        8    0.000    0.000    0.000    0.000 glob.py:128(_iterdir)
        1    0.000    0.000    0.000    0.000 glob.py:13(glob)
        1    0.000    0.000    0.000    0.000 glob.py:162(_listdir)
        1    0.000    0.000    0.000    0.000 glob.py:199(_join)
        3    0.000    0.000    0.000    0.000 glob.py:208(has_magic)
        8    0.000    0.000    0.000    0.000 glob.py:215(_ishidden)
        1    0.000    0.000    0.000    0.000 glob.py:26(iglob)
        7    0.000    0.000    0.000    0.000 glob.py:53(_iglob)
        1    0.000    0.000    0.000    0.000 glob.py:93(_glob1)
        8    0.000    0.000    0.000    0.000 glob.py:96(<genexpr>)
        1    0.000    0.000    0.000    0.000 gridspec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:27(GridSpecBase)
        1    0.000    0.000    0.000    0.000 gridspec.py:328(GridSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:488(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:543(SubplotSpec)
        1    0.000    0.000    0.004    0.004 groupby.py:1(<module>)
        3    0.000    0.000    0.001    0.000 groupby.py:1068(_set_group_selection)
        3    0.000    0.000    0.000    0.000 groupby.py:1087(<listcomp>)
        3    0.000    0.000    0.000    0.000 groupby.py:1095(_reset_group_selection)
        6    0.000    0.000    0.001    0.000 groupby.py:1108(_group_selection_context)
        3    0.000    0.000    0.001    0.000 groupby.py:1324(_resolve_numeric_only)
        3    0.000    0.000    0.401    0.134 groupby.py:1680(_agg_general)
        3    0.000    0.000    0.400    0.133 groupby.py:1740(_cython_agg_general)
        3    0.000    0.000    0.389    0.130 groupby.py:1770(array_func)
        1    0.000    0.000    0.078    0.078 groupby.py:2035(count)
       10    0.000    0.000    0.074    0.007 groupby.py:2053(hfunc)
        3    0.000    0.000    0.401    0.134 groupby.py:2413(sum)
        8    0.000    0.000    0.000    0.000 groupby.py:4088(_reindex_output)
        3    0.000    0.000    0.000    0.000 groupby.py:4130(<genexpr>)
        1    0.000    0.000    0.000    0.000 groupby.py:4388(warn_dropping_nuisance_columns_deprecated)
        1    0.000    0.000    0.000    0.000 groupby.py:592(GroupByPlot)
        1    0.000    0.000    0.000    0.000 groupby.py:627(BaseGroupBy)
        1    0.000    0.000    0.001    0.001 groupby.py:845(GroupBy)
        4    0.000    0.000    0.001    0.000 groupby.py:916(__init__)
        7    0.000    0.000    0.000    0.000 groupby.py:975(__getattr__)
  165/139    0.000    0.000    0.002    0.000 groupby.py:985(__getattribute__)
        1    0.000    0.000    0.000    0.000 grouper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grouper.py:435(Grouping)
        5    0.000    0.000    0.000    0.000 grouper.py:467(__init__)
        5    0.000    0.000    0.000    0.000 grouper.py:569(name)
        1    0.000    0.000    0.000    0.000 grouper.py:58(Grouper)
        5    0.000    0.000    0.000    0.000 grouper.py:587(_ilevel)
        4    0.000    0.000    0.000    0.000 grouper.py:602(ngroups)
        7    0.000    0.000    0.045    0.006 grouper.py:615(codes)
        5    0.000    0.000    0.000    0.000 grouper.py:639(result_index)
        5    0.000    0.000    0.001    0.000 grouper.py:649(group_index)
        5    0.000    0.000    0.045    0.009 grouper.py:658(_codes_and_uniques)
        4    0.000    0.000    0.001    0.000 grouper.py:702(get_grouper)
        9    0.000    0.000    0.000    0.000 grouper.py:804(<genexpr>)
        9    0.000    0.000    0.000    0.000 grouper.py:805(<genexpr>)
        9    0.000    0.000    0.000    0.000 grouper.py:806(<genexpr>)
        5    0.000    0.000    0.000    0.000 grouper.py:840(is_in_axis)
        5    0.000    0.000    0.000    0.000 grouper.py:857(is_in_obj)
        5    0.000    0.000    0.000    0.000 grouper.py:927(_is_label_like)
        5    0.000    0.000    0.000    0.000 grouper.py:931(_convert_grouper)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:117(BadGzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:402(_GzipReader)
        1    0.000    0.000    0.000    0.000 gzip.py:75(_PaddedFile)
        1    0.000    0.000    0.005    0.005 hashing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hashlib.py:1(<module>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 hatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hatch.py:124(Circles)
        1    0.000    0.000    0.000    0.000 hatch.py:132(SmallCircles)
        1    0.000    0.000    0.000    0.000 hatch.py:14(HorizontalHatch)
        1    0.000    0.000    0.000    0.000 hatch.py:140(LargeCircles)
        1    0.000    0.000    0.000    0.000 hatch.py:148(SmallFilledCircles)
        1    0.000    0.000    0.000    0.000 hatch.py:157(Stars)
        1    0.000    0.000    0.000    0.000 hatch.py:31(VerticalHatch)
        1    0.000    0.000    0.000    0.000 hatch.py:48(NorthEastHatch)
        1    0.000    0.000    0.000    0.000 hatch.py:67(SouthEastHatch)
        1    0.000    0.000    0.000    0.000 hatch.py:87(Shapes)
        1    0.000    0.000    0.000    0.000 hatch.py:9(HatchPatternBase)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.006    0.006 helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helpers.py:1061(<listcomp>)
        1    0.000    0.000    0.000    0.000 helpers.py:14(delimited_list)
        1    0.000    0.000    0.001    0.001 helpers.py:590(_makeTags)
        1    0.000    0.000    0.001    0.001 helpers.py:648(make_html_tags)
        1    0.000    0.000    0.001    0.001 helpers.py:692(<dictcomp>)
        1    0.000    0.000    0.000    0.000 helpers.py:703(OpAssoc)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.002    0.002 hmac.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 html.py:1(<module>)
        1    0.000    0.000    0.000    0.000 html.py:169(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:592(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:713(_LxmlFrameParser)
        1    0.000    0.000    0.011    0.011 image.py:1(<module>)
        1    0.000    0.000    0.000    0.000 image.py:1024(NonUniformImage)
        1    0.000    0.000    0.000    0.000 image.py:1182(PcolorImage)
        1    0.000    0.000    0.000    0.000 image.py:1335(FigureImage)
        1    0.000    0.000    0.000    0.000 image.py:1398(BboxImage)
        1    0.000    0.000    0.000    0.000 image.py:230(_ImageBase)
        1    0.000    0.000    0.000    0.000 image.py:857(AxesImage)
        1    0.000    0.000    0.005    0.005 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:209(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:252(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:259(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:299(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:306(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:316(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:429(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:524(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:531(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:556(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:563(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:612(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:711(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:755(__init__)
        2    0.000    0.000    0.014    0.007 indexing.py:1(<module>)
     1650    0.006    0.000    0.221    0.000 indexing.py:1059(__getitem__)
        3    0.000    0.000    0.000    0.000 indexing.py:1063(<genexpr>)
        3    0.000    0.000    0.000    0.000 indexing.py:1064(<genexpr>)
        3    0.000    0.000    0.002    0.001 indexing.py:1087(_getbool_axis)
        1    0.000    0.000    0.000    0.000 indexing.py:1096(_LocIndexer)
     1494    0.001    0.000    0.002    0.000 indexing.py:1108(_validate_key)
     1494    0.002    0.000    0.155    0.000 indexing.py:1258(_get_label)
     1497    0.009    0.000    0.184    0.000 indexing.py:1276(_getitem_axis)
        1    0.000    0.000    0.000    0.000 indexing.py:134(IndexingMixin)
      154    0.000    0.000    0.000    0.000 indexing.py:139(iloc)
        1    0.000    0.000    0.000    0.000 indexing.py:1437(_iLocIndexer)
        2    0.000    0.000    0.000    0.000 indexing.py:1448(_validate_key)
        1    0.000    0.000    0.000    0.000 indexing.py:1524(_is_scalar_access)
        2    0.000    0.000    0.000    0.000 indexing.py:1537(<genexpr>)
      152    0.001    0.000    0.002    0.000 indexing.py:1539(_validate_integer)
        1    0.000    0.000    0.000    0.000 indexing.py:1561(_getitem_tuple)
      153    0.002    0.000    0.025    0.000 indexing.py:1592(_getitem_axis)
        1    0.000    0.000    0.000    0.000 indexing.py:1629(_get_slice_axis)
        1    0.000    0.000    0.000    0.000 indexing.py:2361(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2400(_AtIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2445(_iAtIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:246(GroupByPositionalSelector)
       12    0.000    0.000    0.000    0.000 indexing.py:2488(convert_to_index_sliceable)
        4    0.000    0.000    0.000    0.000 indexing.py:2522(check_bool_indexer)
        2    0.000    0.000    0.000    0.000 indexing.py:2629(is_label_like)
        1    0.000    0.000    0.000    0.000 indexing.py:2643(need_slice)
     1681    0.003    0.000    0.004    0.000 indexing.py:2656(check_deprecated_indexers)
        3    0.000    0.000    0.000    0.000 indexing.py:2661(<genexpr>)
        3    0.000    0.000    0.000    0.000 indexing.py:2672(<genexpr>)
     1497    0.001    0.000    0.001    0.000 indexing.py:278(loc)
        1    0.000    0.000    0.000    0.000 indexing.py:287(GroupByNthSelector)
        1    0.000    0.000    0.000    0.000 indexing.py:31(GroupByIndexingMixin)
        1    0.000    0.000    0.000    0.000 indexing.py:655(_LocationIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:842(_expand_ellipsis)
        3    0.000    0.000    0.000    0.000 indexing.py:848(<genexpr>)
        1    0.000    0.000    0.000    0.000 indexing.py:864(_validate_tuple_indexer)
        1    0.000    0.000    0.000    0.000 indexing.py:87(_IndexSlice)
        1    0.000    0.000    0.000    0.000 indexing.py:881(_is_nested_tuple_indexer)
        3    0.000    0.000    0.000    0.000 indexing.py:888(<genexpr>)
        2    0.000    0.000    0.000    0.000 indexing.py:899(_validate_key_length)
        1    0.000    0.000    0.000    0.000 indexing.py:911(_getitem_tuple_same_dim)
        1    0.000    0.000    0.000    0.000 indexing.py:931(_getitem_lowerdim)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
       12    0.000    0.000    0.000    0.000 inference.py:102(is_file_like)
     1693    0.001    0.000    0.003    0.000 inference.py:188(is_array_like)
       32    0.000    0.000    0.000    0.000 inference.py:266(is_dict_like)
       96    0.000    0.000    0.000    0.000 inference.py:292(<genexpr>)
     8118    0.005    0.000    0.008    0.000 inference.py:325(is_hashable)
        4    0.000    0.000    0.000    0.000 inference.py:363(is_sequence)
        6    0.000    0.000    0.000    0.000 inference.py:77(iterable_not_string)
        1    0.000    0.000    0.001    0.001 info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 info.py:1015(SeriesTableBuilder)
        1    0.000    0.000    0.000    0.000 info.py:1047(SeriesTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 info.py:1061(SeriesTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 info.py:367(BaseInfo)
        1    0.000    0.000    0.000    0.000 info.py:450(DataFrameInfo)
        1    0.000    0.000    0.000    0.000 info.py:526(SeriesInfo)
        1    0.000    0.000    0.000    0.000 info.py:589(InfoPrinterAbstract)
        1    0.000    0.000    0.000    0.000 info.py:607(DataFrameInfoPrinter)
        1    0.000    0.000    0.000    0.000 info.py:688(SeriesInfoPrinter)
        1    0.000    0.000    0.000    0.000 info.py:731(TableBuilderAbstract)
        1    0.000    0.000    0.000    0.000 info.py:787(DataFrameTableBuilder)
        1    0.000    0.000    0.000    0.000 info.py:838(DataFrameTableBuilderNonVerbose)
